Total rows: 238

monitor_id | descripcion | marca | sub_familia | grupo_comparable | ultimo_pvp | ultima_fecha
354 | Sorrentinos de jamón y queso 5 ESTRELLAS 750 g | 5 ESTRELLAS | Sorrentinos Congelados | 2 | 317 | 2026-05-31
352 | Sorrentinos Congelados de Jamón y Queso sin Conservantes EL BUEN GUSTO  Linea Gourmet 1 Kg | EL BUEN GUSTO | Sorrentinos Congelados | NULL | 598 | 2026-05-31
338 | Sorrentinos Jamón y Muzzarella SPEZIA 750 gr | SPEZIA | Sorrentinos Congelados | NULL | 822 | 2026-05-31
279 | Tagliatelle de Albahaca AVANTI 270 gr | AVANTI | Tagliatelle | 1 | 210 | 2026-05-31
561 | Tallarines finos AVANTI 500 g | AVANTI | Tallarines | 1 | 168 | 2026-05-31
562 | Tallarines de yema gruesos LA ESPECIALISTA 500 g | LA ESPECIALISTA | Tallarines | 1 | 180 | 2026-05-31
147 | Tapa rectangular AVANTI 550 g | AVANTI | Tapas Rectangulares | 1 | 223 | 2026-05-31
151 | Tapa rectangular AVANTI 550 g | AVANTI | Tapas Rectangulares | 1 | 223 | 2026-05-31
247 | Tapas Rectangulares con Separadores Tipo Casera AVANTI 550 gr | AVANTI | Tapas Rectangulares | 1 | 223 | 2026-05-31
152 | Tapas Rectangulares con Separadores Tipo Casera AVANTI 550 gr | AVANTI | Tapas Rectangulares | 1 | 223 | 2026-05-31
136 | Masa para Pascualina Rectangular Casera LA ESPECIALISTA 550 g | LA ESPECIALISTA | Tapas Rectangulares | 1 | 230 | 2026-05-31
139 | Masa para Pascualina Rectangular LA ESPECIALISTA Light 400 gr | LA ESPECIALISTA | Tapas Rectangulares | 3 | 235 | 2026-05-31
249 | Tapa rectangular LA ESPECIALISTA hojaldre 550 g | LA ESPECIALISTA | Tapas Rectangulares | 1 | 230 | 2026-05-31
134 | Tapa rectangular LA ESPECIALISTA hojaldre 550 g | LA ESPECIALISTA | Tapas Rectangulares | 1 | 230 | 2026-05-31
251 | Tapas Rectangulares Hojaldradas TIENDA INGLESA 30 x 37.5 cm 530 gr | TIENDA INGLESA | Tapas Rectangulares | NULL | 201 | 2026-05-31
144 | Tapas Rectangulares Hojaldradas TIENDA INGLESA 30 x 37.5 cm 530 gr | TIENDA INGLESA | Tapas Rectangulares | NULL | 201 | 2026-05-31
250 | Tapas Rectangulares Tipo Casera TIENDA INGLESA 30 x 37.5 cm 530 gr | TIENDA INGLESA | Tapas Rectangulares | NULL | 201 | 2026-05-31
140 | Tapas Rectangulares Tipo Casera TIENDA INGLESA 30 x 37.5 cm 530 gr | TIENDA INGLESA | Tapas Rectangulares | NULL | 201 | 2026-05-31
236 | Tapa redonda AVANTI 350 g | AVANTI | Tapas Redondas | 1 | 155 | 2026-05-31
132 | Tapa redonda AVANTI 350 g | AVANTI | Tapas Redondas | 1 | 155 | 2026-05-31
149 | Tapas para Pascualina Redondas Tipo Casera AVANTI 350 gr | AVANTI | Tapas Redondas | 1 | 155 | 2026-05-31
135 | Tapas para Pascualina Redondas Tipo Casera AVANTI 350 gr | AVANTI | Tapas Redondas | 1 | 155 | 2026-05-31
154 | Tapas Redondas Light con Separadores AVANTI 350 gr | AVANTI | Tapas Redondas | 3 | 202 | 2026-05-31
146 | Masa para Pascualina Redonda Hojaldrada LA ESPECIALISTA 350 gr | LA ESPECIALISTA | Tapas Redondas | 1 | 158 | 2026-05-31
150 | Tapas para Pascualina Redondas Light LA ESPECIALISTA 350 gr | LA ESPECIALISTA | Tapas Redondas | 3 | 204 | 2026-05-31
133 | Tapas para Pascualina Redondas Tipo Casera LA ESPECIALISTA 350 gr | LA ESPECIALISTA | Tapas Redondas | 1 | 158 | 2026-05-31
143 | Tapas Redondas Hojaldradas TIENDA INGLESA 29 cm 330 gr | TIENDA INGLESA | Tapas Redondas | NULL | 140 | 2026-05-31
142 | Tapas Redondas Hojaldradas TIENDA INGLESA 29 cm 330 gr | TIENDA INGLESA | Tapas Redondas | NULL | 140 | 2026-05-31
